Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Temporada
J. Álvarez,José Ignacio Álvarez Medero,322472,Defensor Sporting,Plaza Colonia,https://cdn5.wyscout.com/photos/team/public/465_120x120.png,Primera División,"LW, LAMF, CF",LW,47,LAMF,39,CF,13,22.0,1994-12-27,450000,2025-12-31,15,638,0,0.0,0,0.18,26.28,39.39,Uruguay,['Uruguay'],left,173,65,False,7.96,8.76,45.45,0.0,0.0,0.8,1.3,0.0,3.19,5.22,3.19,2,0.28,0,0.0,7.17,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.39,33.33,2.39,33.33,0.0,0.0,0.0,11.95,46.67,15.13,36.84,0.0,3.19,3.19,16.73,1.59,0.0,31.86,80.0,3.98,80.0,7.17,100.0,27.08,88.24,2.39,33.33,16.95,35.83,0.15,1.59,0.0,0.0,1.59,50.0,0.0,1.59,50.0,2.39,33.33,0.0,0.0,0.8,0.8,4.78,83.33,64.71,13.54,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.59,0,0.0,2017
M. Lemos,Pablo Maximiliano Lemos Merladett,402132,Comerciantes,Juventud,https://cdn5.wyscout.com/photos/team/public/g-17320_120x120.png,Segunda División,"LW, RCMF, LCMF3",LW,44,RCMF,23,LCMF3,19,23.0,1993-12-17,200000,2024-12-31,11,630,1,0.36,0,0.41,25.64,49.04,Uruguay,['Uruguay'],right,173,75,False,6.9,7.89,46.88,3.21,46.15,0.25,0.31,0.25,2.96,3.71,2.71,2,0.29,0,0.0,4.19,0.14,1,0.25,0.09,0,0.0,8,1.97,37.5,12.5,0.0,0.99,0.0,0.25,0.0,0.74,0.0,0.0,4.93,65.0,11.1,55.56,0.0,0.49,0.25,12.82,0.99,2.22,24.41,73.74,8.14,60.61,3.45,92.86,15.78,85.94,7.64,58.06,23.53,37.85,0.1,1.48,0.25,0.0,0.74,33.33,0.0,6.66,55.56,1.73,42.86,0.25,0.0,0.49,0.0,5.18,76.19,74.36,9.62,0,,0,,0,0.0,0.0,0.0,,,0.25,,3.21,3.45,0.74,66.67,4.68,0,0.0,2017
M. Lyford Pike,Marcos Antonio Lyford Pike Tróccoli,471767,,El Tanque Sisley,,,"CF, LWF",CF,64,LWF,35,,0,21.0,1996-02-08,0,,19,616,3,0.1,0,0.0,26.33,23.64,Uruguay,['Uruguay'],right,182,73,False,0.96,0.48,100.0,9.1,15.79,0.0,0.0,0.0,0.48,0.68,1.91,1,0.15,0,0.0,0.96,0.44,0,0.0,0.05,0,0.0,1,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.48,3.35,28.57,11.49,25.0,0.96,0.48,0.48,6.22,0.96,4.31,7.66,81.25,1.91,75.0,1.44,100.0,7.18,86.67,0.0,0.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,100.0,0.96,50.0,0.0,0.0,0.96,0.48,0.96,50.0,66.67,1.44,0,,0,,0,0.0,0.0,0.0,,,0.0,,9.1,0.0,0.0,0.0,0.0,0,0.0,2017
F. Sellanes,Fernando Damián Sellanes Lens,110271,Rincón,Fénix,https://cdn5.wyscout.com/photos/team/public/g-22614_120x120.png,,"RCMF, DMF, RCMF3",RCMF,43,DMF,40,RCMF3,15,27.0,1990-04-23,0,,11,610,0,0.0,0,0.0,24.21,28.21,Uruguay,['Uruguay'],right,163,66,False,10.55,9.31,26.67,4.34,28.57,1.86,2.25,0.62,6.21,7.5,3.1,3,0.44,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,4.97,0.0,0.0,0.0,0.0,13.66,0.0,0.0,32.9,71.7,14.9,66.67,0.62,0.0,28.55,82.61,4.34,0.0,17.47,24.01,0.0,0.0,0.0,0.0,0.62,0.0,0.0,5.59,55.56,0.0,0.0,0.62,0.0,0.0,0.0,8.07,53.85,84.21,11.79,0,,0,,0,0.0,0.0,0.0,,,0.0,,4.34,0.0,0.0,0.0,0.0,0,0.0,2017
L. Rodríguez,Leandro Joaquín Rodríguez Telechea,262243,Bella Vista,Danubio,https://cdn5.wyscout.com/photos/team/public/979_120x120.png,Segunda B Nacional,CF,CF,96,,0,,0,24.0,1992-11-19,0,,11,596,1,0.35,0,0.19,32.08,38.83,Uruguay,"['Uruguay', 'Italy']",right,179,70,False,3.74,4.36,57.14,4.98,37.5,0.31,0.52,0.0,0.93,1.55,2.49,2,0.3,0,0.0,4.67,0.15,1,0.31,0.11,0,0.0,4,1.25,75.0,25.0,0.0,1.56,20.0,0.62,0.0,0.93,33.33,0.31,6.23,45.0,17.75,36.84,1.87,0.62,0.31,14.64,1.25,4.36,21.18,73.53,4.67,60.0,4.05,92.31,18.69,78.33,0.93,66.67,26.55,20.9,0.06,0.93,0.31,0.31,1.25,50.0,0.0,1.87,100.0,1.87,50.0,0.93,33.33,0.93,0.31,2.8,77.78,76.92,4.05,0,,0,,0,0.0,0.0,0.0,,,0.0,,4.98,0.0,0.0,0.0,0.31,0,0.0,2017
G. Aguilar,Gonzalo Aguilar Camacho,57881,,Racing,,,RB,RB,100,,0,,0,30.0,1987-08-02,0,,9,571,0,0.0,0,0.0,10.28,37.84,Uruguay,['Uruguay'],right,171,70,False,8.89,5.28,52.63,1.11,50.0,0.0,0.0,0.0,6.11,8.15,0.56,0,0.0,0,0.0,1.11,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.11,50.0,0.0,0.0,1.11,50.0,0.28,1.11,0.0,1.94,0.0,0.0,0.28,0.28,10.28,0.28,0.28,22.78,75.61,13.06,70.21,1.11,75.0,18.06,80.0,3.89,57.14,19.73,36.88,0.0,0.0,0.0,0.0,0.8300000000000001,66.67,0.0,5.0,77.78,1.39,60.0,0.28,100.0,0.28,0.56,7.22,76.92,81.82,6.11,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.11,0.0,0.0,0.0,0.0,0,0.0,2017
J. Noy,Joaquín Noy González,322887,La Luz,River Plate,https://cdn5.wyscout.com/photos/team/public/g8238_120x120.png,Segunda División,"DMF, LCMF",DMF,62,LCMF,37,,0,24.0,1992-12-03,100000,2024-12-31,10,563,0,0.0,0,0.0,20.55,31.03,Uruguay,['Uruguay'],right,186,75,False,10.63,12.05,41.18,3.54,0.0,0.0,0.0,0.0,5.67,7.06,2.83,2,0.32,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,33.33,0.0,0.0,0.0,12.76,0.0,0.71,23.39,84.85,7.8,72.73,0.71,100.0,20.55,86.21,2.83,75.0,19.33,29.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,75.0,92.86,9.92,0,,0,,0,0.0,0.0,0.0,,,0.0,,3.54,0.0,0.0,0.0,0.0,0,0.0,2017
R. Pastorini,Rodrigo Pastorini de León,91625,Albion,Wanderers,https://cdn5.wyscout.com/photos/team/public/g25838_120x120.png,Segunda División,"CF, RAMF, LWF",CF,46,RAMF,29,LWF,15,27.0,1990-03-04,100000,2024-12-31,13,560,1,0.23,1,0.96,23.41,42.86,Uruguay,"['Uruguay', 'Italy']",right,186,77,False,4.26,3.95,46.15,5.47,50.0,0.61,0.98,0.0,1.82,2.95,2.43,1,0.16,0,0.0,2.43,0.16,1,0.3,0.07,0,0.0,2,0.61,100.0,50.0,0.3,2.13,42.86,1.52,40.0,0.61,50.0,0.0,2.13,28.57,11.55,34.21,2.13,2.43,2.43,19.46,1.52,1.22,31.32,69.9,8.21,48.15,3.65,100.0,24.63,75.31,4.5600000000000005,53.33,19.89,37.47,0.29,0.91,0.0,0.0,1.82,16.67,0.91,5.47,38.89,3.04,70.0,2.74,33.33,1.22,0.91,3.65,91.67,72.73,13.38,0,,0,,0,0.0,0.0,0.0,,,0.0,,5.47,0.0,0.0,0.0,1.52,0,0.0,2017
R. Viega,Rodrigo Pascual Viega Alves,91725,Colón,Wanderers,https://cdn5.wyscout.com/photos/team/public/g25840_120x120.png,Segunda División,"RCMF3, LCMF3, RDMF",RCMF3,26,LCMF3,22,RDMF,19,26.0,1991-08-07,50000,2024-12-31,9,560,1,0.11,1,0.6000000000000001,24.41,48.48,Uruguay,['Uruguay'],right,180,75,False,11.1,7.64,48.39,4.68,36.84,0.25,0.37,0.25,7.15,10.74,1.48,3,0.48,1,0.16,4.68,0.16,1,0.25,0.03,0,0.0,4,0.99,25.0,25.0,0.25,1.23,60.0,0.0,0.0,0.99,50.0,0.25,4.44,72.22,8.14,63.64,0.74,2.22,0.99,24.41,0.99,2.22,42.16,78.36,18.25,71.62,5.42,86.36,32.05,84.62,8.88,58.33,22.0,35.33,0.15,1.48,0.25,0.0,0.74,66.67,0.49,9.37,73.68,1.73,42.86,0.49,50.0,0.49,0.74,9.86,80.0,81.36,14.55,0,,0,,0,0.0,0.0,0.0,,,0.49,,4.68,0.0,0.0,0.0,0.25,0,0.0,2017
F. Millacet,Federico Damián Millacet Echevarría,249815,Cooper,Sud América,https://cdn5.wyscout.com/photos/team/public/g-21162_120x120.png,Segunda División,"RWB, AMF",RWB,55,AMF,44,,0,26.0,1991-07-21,150000,2024-12-31,13,554,0,0.12,0,0.02,,,Uruguay,['Uruguay'],right,175,63,False,,,,,,,0.0,,,7.5,,0,0.0,0,0.0,,0.0,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,0.0,,,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,2017
N. de la Cruz,Diego Nicolás de la Cruz Arcosa,418994,Flamengo,Liverpool,https://cdn5.wyscout.com/photos/team/public/246_120x120.png,Serie A,"CF, RAMF, AMF",CF,65,RAMF,22,AMF,12,20.0,1997-06-01,18000000,2028-06-30,7,547,3,0.07,0,0.58,30.41,32.65,Uruguay,['Uruguay'],right,167,65,False,6.21,4.97,75.0,3.72,0.0,1.24,1.94,0.0,1.24,1.94,1.24,2,0.33,0,0.0,3.72,0.49,0,0.0,0.05,0,0.0,6,3.72,16.67,0.0,0.0,1.24,50.0,0.0,0.0,1.24,50.0,0.0,6.21,20.0,19.86,28.13,0.0,1.24,1.24,13.66,0.62,4.34,20.48,69.7,9.93,56.25,3.72,83.33,16.14,80.77,3.1,20.0,22.7,40.76,0.36,1.86,0.0,0.0,3.1,40.0,0.62,7.45,58.33,5.59,55.56,3.1,20.0,2.48,0.62,4.34,71.43,80.0,6.21,0,,0,,0,0.0,0.0,0.0,,,0.0,,3.72,4.34,1.24,50.0,3.72,0,0.0,2017
J. Ramírez,Jonathan Alexander Ramírez Silva,57126,,El Tanque Sisley,,,"CF, RW, LW",CF,53,RW,24,LW,11,26.0,1990-12-18,0,,13,538,2,0.8200000000000001,0,0.0,22.0,36.36,Uruguay,['Uruguay'],right,165,60,False,4.0,4.0,58.33,2.33,28.57,1.0,1.38,0.0,0.67,0.92,0.67,1,0.17,0,0.0,5.67,0.33,1,0.33,0.27,0,0.0,6,2.0,66.67,16.667,0.0,7.67,26.09,4.33,30.77,3.33,20.0,1.67,6.33,36.84,11.67,34.29,3.33,1.0,1.0,13.67,3.0,0.67,23.33,54.29,4.0,50.0,5.67,64.71,14.33,74.42,1.33,0.0,19.69,16.35,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,5.67,35.29,0.33,0.0,0.67,2.33,2.0,83.33,44.0,8.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,2.33,0.0,0.0,0.0,0.0,0,0.0,2017
J. Ardaiz,Joaquín Matías Ardaiz de los Santos,434702,,Danubio,,,"CF, RAMF",CF,62,RAMF,37,,0,18.0,1999-01-11,325000,,8,523,0,0.78,0,0.0,23.44,28.0,Uruguay,['Uruguay'],left,186,85,False,1.88,3.75,25.0,1.88,0.0,0.94,1.67,0.0,0.0,0.0,2.81,1,0.17,0,0.0,4.69,0.0,0,0.0,0.73,0,0.0,2,1.88,50.0,0.0,0.0,2.81,0.0,0.0,0.0,2.81,0.0,0.94,5.63,50.0,15.0,31.25,3.75,1.88,0.0,9.38,0.94,1.88,16.88,72.22,1.88,50.0,6.5600000000000005,85.71,13.13,85.71,0.94,100.0,17.07,51.01,0.0,0.0,0.0,0.0,0.94,100.0,0.0,0.0,0.0,0.0,0.0,0.94,100.0,0.0,0.94,0.0,0.0,71.43,6.5600000000000005,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.88,0.0,0.0,0.0,0.0,1,0.0,2017
M. Saracchi,Marcelo Josemir Saracchi Pintos,397867,Boca Juniors,Danubio,https://cdn5.wyscout.com/photos/team/public/100_120x120.png,Copa de la Liga Profesional,"LAMF, LW",LAMF,68,LW,31,,0,19.0,1998-04-23,1300000,2027-12-31,10,512,2,0.26,0,0.19,20.11,42.86,Uruguay,['Uruguay'],left,172,69,False,1.91,3.83,50.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18,0,0.0,4.79,0.35,0,0.0,0.24,0,0.0,4,3.83,0.0,0.0,0.0,7.66,37.5,7.66,37.5,0.0,0.0,0.0,4.79,20.0,9.57,50.0,2.87,3.83,2.87,25.85,6.7,1.91,37.34,66.67,12.45,69.23,4.79,80.0,22.98,75.0,7.66,75.0,23.3,30.29,0.18,1.91,0.0,0.0,0.96,100.0,0.96,6.7,100.0,7.66,50.0,2.87,66.67,1.91,1.91,10.53,72.73,64.29,13.4,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.96,0.0,0.0,0.0,0.96,0,0.0,2017
B. Barreto,Bruno Federico Barreto González,57175,,El Tanque Sisley,,,"LCMF3, RCMF",LCMF3,56,RCMF,30,,0,28.0,1989-05-09,10000,,9,510,1,0.28,0,0.12,21.99,53.95,Uruguay,['Uruguay'],right,185,76,False,9.26,9.26,62.5,5.5,42.11,0.58,0.76,0.0,2.89,3.8,2.6,3,0.53,0,0.0,2.32,0.18,1,0.29,0.08,1,0.29,4,1.16,75.0,25.0,0.0,0.29,0.0,0.29,0.0,0.0,0.0,0.0,1.45,100.0,3.76,69.23,0.29,0.0,0.29,11.0,0.0,2.03,23.15,58.75,12.44,39.53,3.18,100.0,17.65,62.3,5.21,50.0,21.89,24.8,0.04,0.29,0.0,0.0,0.58,0.0,0.0,7.81,59.26,1.74,33.33,0.87,0.0,0.29,0.29,5.21,66.67,80.0,4.34,0,,0,,0,0.0,0.0,0.0,,,0.0,,5.5,0.0,0.0,0.0,0.0,0,0.0,2017
M. Sigales,Maximiliano Sigales Straneo,322460,,Boston River,,,CF,CF,97,,0,,0,23.0,1993-09-30,0,,11,507,1,1.52,0,0.39,29.4,33.33,Uruguay,['Uruguay'],right,183,74,False,4.38,3.61,57.14,7.22,32.14,0.0,0.0,0.77,2.32,3.33,2.58,1,0.18,0,0.0,5.16,0.18,1,0.26,0.39,0,0.0,14,3.61,35.71,7.143,0.0,2.84,45.45,0.0,0.0,2.84,45.45,0.26,4.9,52.63,13.67,30.19,6.19,1.03,0.0,17.54,3.61,2.32,20.37,64.56,3.09,58.33,5.42,71.43,16.76,69.23,0.77,33.33,17.7,5.86,0.1,1.55,0.0,0.26,0.77,0.0,1.29,1.03,75.0,2.58,40.0,0.52,0.0,1.03,1.29,1.81,85.71,56.25,8.25,0,,0,,0,0.0,0.0,0.0,,,0.0,,7.22,1.29,0.77,33.33,0.26,0,0.0,2017
G. Firpo,Guillermo Pablo Firpo Marrone,57231,,Plaza Colonia,,,"RCMF, RDMF",RCMF,86,RDMF,10,,0,29.0,1988-07-17,25000,,6,507,0,0.14,0,0.26,18.13,45.24,Uruguay,"['Uruguay', 'Italy']",right,186,82,False,13.38,6.69,61.29,8.2,39.47,0.65,0.84,0.43,8.63,11.21,2.16,1,0.18,0,0.0,0.86,0.0,0,0.0,0.03,0,0.0,4,0.86,25.0,0.0,0.0,0.43,100.0,0.0,0.0,0.43,100.0,0.0,0.22,100.0,2.37,18.18,0.86,0.43,0.43,13.81,0.22,0.65,31.51,72.6,14.03,63.08,2.59,83.33,25.9,80.0,5.18,33.33,18.73,32.01,0.06,0.43,0.0,0.0,0.22,0.0,0.0,7.55,65.71,1.29,50.0,0.0,0.0,0.22,0.43,8.42,61.54,83.33,10.36,0,,0,,0,0.0,0.0,0.0,,,0.0,,8.2,0.0,0.0,0.0,0.0,0,0.0,2017
A. Silva,Alex Silva Quiroga,249820,Vila Nova,Peñarol,https://cdn5.wyscout.com/photos/team/public/503_120x120.png,Serie B,"RB, RW, RCMF3",RB,52,RW,29,RCMF3,12,24.0,1993-06-15,375000,2025-12-31,8,505,0,0.28,1,0.28,25.49,50.35,Uruguay,['Uruguay'],right,174,76,False,14.08,9.09,64.71,2.85,62.5,1.6,2.7,0.0,6.59,11.1,1.78,1,0.18,0,0.0,5.35,0.0,0,0.0,0.05,0,0.0,6,1.07,16.67,0.0,0.18,3.92,31.82,0.0,0.0,3.92,31.82,0.53,7.13,42.5,10.69,40.0,1.07,1.96,0.71,26.2,1.96,1.25,41.7,77.78,14.26,80.0,5.88,87.88,33.5,84.57,4.46,64.0,20.58,32.63,0.05,0.71,0.0,0.18,1.96,45.45,0.53,5.88,63.64,4.46,44.0,0.71,25.0,1.07,1.25,8.38,85.11,72.97,13.19,0,,0,,0,0.0,0.0,0.0,,,0.0,,2.85,0.71,0.0,0.0,0.53,0,0.0,2017
M. da Luz,Mauro Andrés Da Luz Regalado,452054,Atlético Grau,River Plate,https://cdn5.wyscout.com/photos/team/public/3746_120x120.png,Primera División,"LW, RW",LW,38,RW,37,,0,22.0,1994-09-05,400000,2024-12-31,23,504,1,0.15,2,0.38,27.33,39.02,Uruguay,['Uruguay'],right,174,70,False,9.33,7.33,54.55,3.33,40.0,0.67,1.15,0.0,4.67,8.08,4.67,3,0.54,0,0.0,6.67,0.18,0,0.0,0.1,0,0.0,2,1.33,50.0,0.0,1.33,4.0,50.0,2.0,66.67,2.0,33.33,1.33,9.33,42.86,13.33,40.0,4.67,1.33,3.33,14.0,2.67,1.33,20.0,73.33,5.33,62.5,5.33,87.5,14.67,86.36,1.33,0.0,20.13,11.9,0.25,2.0,0.67,0.0,1.33,0.0,1.33,2.67,75.0,4.0,33.33,1.33,0.0,1.33,1.33,2.0,100.0,60.0,6.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,3.33,0.0,0.0,0.0,0.0,0,0.0,2017
Y. Moreira,Yefferson Moreira Scaraffoni,105161,Oriental,River Plate,https://cdn5.wyscout.com/photos/team/public/g25842_120x120.png,Segunda División,LB,LB,100,,0,,0,26.0,1991-03-07,100000,2024-12-31,6,504,0,0.0,0,0.02,14.36,73.33,Uruguay,['Uruguay'],left,174,68,False,7.66,5.74,83.33,1.91,0.0,0.0,0.0,0.0,2.87,3.91,0.96,0,0.0,0,0.0,1.91,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.87,33.33,2.87,33.33,0.0,0.0,0.0,0.96,100.0,2.87,100.0,0.0,0.0,0.0,19.15,1.91,3.83,28.72,63.33,14.36,53.33,0.96,0.0,21.06,72.73,5.74,33.33,22.34,37.47,0.02,0.96,0.0,0.0,0.0,0.0,0.0,4.79,60.0,0.96,100.0,0.0,0.0,0.0,0.96,8.62,66.67,88.89,8.62,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.91,0.0,0.0,0.0,0.0,0,0.0,2017
G. Leyes,Hober Gabriel Leyes Viera,176517,Danubio,Liverpool,https://cdn5.wyscout.com/photos/team/public/983_120x120.png,Primera División,"CF, AMF",CF,64,AMF,35,,0,27.0,1990-05-29,150000,2024-12-31,10,497,1,0.1,0,0.03,45.0,29.69,Uruguay,['Uruguay'],right,188,82,False,7.03,5.63,87.5,10.55,20.0,0.7000000000000001,0.88,0.0,1.41,1.76,1.41,2,0.36,0,0.0,2.11,0.18,0,0.0,0.07,0,0.0,2,1.41,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,9.14,23.08,22.5,18.75,0.7000000000000001,1.41,0.7000000000000001,7.03,1.41,0.7000000000000001,16.88,58.33,7.73,54.55,1.41,100.0,14.77,66.67,1.41,0.0,19.91,11.35,0.02,1.41,0.0,0.0,1.41,0.0,0.0,6.33,55.56,3.52,40.0,2.11,0.0,0.7000000000000001,0.0,7.03,70.0,50.0,7.03,0,,0,,0,0.0,0.0,0.0,,,0.0,,10.55,0.0,0.0,0.0,0.0,0,0.0,2017
M. Alaníz,Diego Martín Alaníz Ávila,282516,Guanacasteca,Racing,https://cdn5.wyscout.com/photos/team/public/g13574_120x120.png,Primera División,"LAMF, AMF",LAMF,67,AMF,23,,0,24.0,1993-02-19,400000,2024-12-31,6,497,1,0.25,0,0.29,24.51,47.14,Uruguay,['Uruguay'],left,175,67,False,6.65,4.9,64.29,1.05,66.67,0.7000000000000001,0.95,0.0,2.8,3.81,1.4,1,0.18,0,0.0,8.4,0.18,0,0.0,0.09,0,0.0,6,2.1,33.33,0.0,0.0,3.15,33.33,2.8,37.5,0.0,0.0,0.35,9.46,70.37,17.16,44.9,2.45,1.05,0.35,11.56,1.4,2.8,19.26,54.55,4.55,38.46,4.2,66.67,15.06,60.47,1.05,33.33,19.17,51.55,0.1,0.7000000000000001,0.0,0.0,1.05,0.0,0.35,3.15,44.44,4.2,50.0,0.7000000000000001,0.0,0.7000000000000001,1.05,4.2,75.0,62.5,5.6,0,,0,,0,0.0,0.0,0.0,,,0.0,,1.05,1.4,0.0,0.0,1.75,0,0.0,2017
F. Laens,Federico Horacio Laens Martino,23408,,Fénix,,,CF,CF,100,,0,,0,29.0,1988-01-14,0,,13,491,0,0.32,0,0.06,32.4,46.3,Uruguay,['Uruguay'],right,180,78,False,5.4,5.4,44.44,16.2,55.56,1.8,2.65,0.0,1.2,1.76,2.4,3,0.55,0,0.0,2.4,0.0,0,0.0,0.19,0,0.0,2,1.2,0.0,0.0,0.0,1.2,50.0,0.0,0.0,1.2,50.0,0.0,3.0,60.0,7.8,38.46,1.8,0.6000000000000001,0.6000000000000001,9.0,2.4,1.2,12.0,80.0,2.4,75.0,2.4,75.0,9.0,80.0,1.8,100.0,14.31,14.37,0.03,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,1.8,100.0,0.0,0.0,0.6000000000000001,0.6000000000000001,1.2,50.0,100.0,3.6,0,,0,,0,0.0,0.0,0.0,,,0.0,,16.2,0.0,0.0,0.0,0.0,0,0.0,2017
M. Pérez,Maximiliano Daniel Pérez Tambasco,55874,,Fénix,,,"CF, LWF",CF,86,LWF,13,,0,30.0,1986-10-26,0,,7,487,3,1.1,0,0.08,17.89,40.63,Argentina,"['Argentina', 'Uruguay']",right,178,73,False,1.96,1.96,57.14,4.75,41.18,0.0,0.0,0.28,0.84,1.15,0.56,1,0.18,0,0.0,2.52,0.55,2,0.56,0.31,0,0.0,3,0.84,66.67,66.667,0.0,2.24,37.5,2.24,37.5,0.0,0.0,0.56,1.4,60.0,6.71,37.5,2.8,0.84,0.28,15.09,3.35,2.24,24.32,74.71,4.75,76.47,7.27,96.15,21.52,77.92,0.84,100.0,13.74,12.37,0.02,0.84,0.28,0.0,0.56,50.0,0.0,2.52,66.67,1.96,42.86,0.84,66.67,0.84,0.28,2.8,70.0,65.22,6.43,0,,0,,0,0.0,0.0,0.0,,,0.0,,4.75,0.0,0.0,0.0,0.0,0,0.0,2017
E. Álvarez,Emiliano Álvarez Longo,413471,Miramar Misiones,Defensor Sporting,https://cdn5.wyscout.com/photos/team/public/985_120x120.png,Primera División,"LCB3, LWB",LCB3,87,LWB,12,,0,21.0,1996-04-03,300000,2024-12-31,8,484,0,0.0,0,0.0,15.95,71.43,Uruguay,['Uruguay'],right,190,80,False,12.53,6.84,100.0,4.5600000000000005,75.0,1.14,2.31,0.0,4.5600000000000005,9.23,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,3.42,33.33,0.0,1.14,0.0,7.97,0.0,3.42,20.51,77.78,15.95,78.57,0.0,0.0,13.67,91.67,6.84,50.0,20.7,32.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5600000000000005,75.0,1.14,100.0,0.0,0.0,1.14,0.0,6.84,66.67,66.67,3.42,0,,0,,0,0.0,0.0,0.0,,,0.0,,4.5600000000000005,0.0,0.0,0.0,1.14,0,0.0,2017
S. Fuentes,Pablo Sebastián Fuentes Fraga,91579,,Sud América,,,GK,GK,100,,0,,0,30.0,1987-01-18,0,,5,462,0,0.0,0,0.0,0.58,100.0,Uruguay,['Uruguay'],right,184,81,False,0.58,0.0,0.0,0.39,100.0,0.0,0.0,0.0,0.58,0.78,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.19,8.77,66.67,7.4,65.79,0.0,0.0,1.95,90.0,6.82,60.0,48.37,55.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,56.25,0.19,0.0,0.19,0.0,0.0,0.0,5.06,80.77,83.33,1.17,9,1.75,29,5.65,0,68.97,8.94,1.74,-0.06,-0.012,0.0,2.73,0.39,,,,0.0,0,0.0,2017
